Country Name,Country Code,Series Name,Series Code,2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Cyprus,CYP,"Age population, age 17, female",SP.POP.AG17.FE.IN,6353.5,6363,6399,6460.5,6542
Cyprus,CYP,"Age population, age 17, male",SP.POP.AG17.MA.IN,6727.5,6743.5,6782,6851,6942.5
Czechia,CZE,"Age population, age 24, male",SP.POP.AG24.MA.IN,49766.5,52685.5,54885,54182.5,53278.5
Czechia,CZE,"Age population, age 24, female",SP.POP.AG24.FE.IN,46928.5,50036.5,52590.5,51665.5,50709.5
Czechia,CZE,"Age population, age 23, male",SP.POP.AG23.MA.IN,49323.5,51842,54927,54673,53789
Czechia,CZE,"Age population, age 23, female",SP.POP.AG23.FE.IN,46505.5,49356,52435.5,52162,51596
Czechia,CZE,"Age population, age 22, female",SP.POP.AG22.FE.IN,45835.5,49191.5,52682,52534,52107.5
Czechia,CZE,"Age population, age 22, male",SP.POP.AG22.MA.IN,48510.5,51899,55174,54682,54270
Czechia,CZE,"Age population, age 21, male",SP.POP.AG21.MA.IN,48683.5,52220.5,54942.5,54671,54658.5
Czechia,CZE,"Age population, age 21, female",SP.POP.AG21.FE.IN,45758,49498.5,52809.5,52538,52358.5
Czechia,CZE,"Age population, age 20, male",SP.POP.AG20.MA.IN,49143.5,52135.5,54766.5,54719.5,55752
Czechia,CZE,"Age population, age 20, female",SP.POP.AG20.FE.IN,46186.5,49758.5,52642.5,52437,53276
Czechia,CZE,"Age population, age 19, male",SP.POP.AG19.MA.IN,49317,52177.5,54754.5,55690.5,56992
Czechia,CZE,"Age population, age 19, female",SP.POP.AG19.FE.IN,46684,49802,52476,53225,54266
Czechia,CZE,"Age population, age 18, female",SP.POP.AG18.FE.IN,47046.5,49927,53283,54255.5,56475.5
Czechia,CZE,"Age population, age 18, male",SP.POP.AG18.MA.IN,49657.5,52442,55740.5,56971.5,59112.5
Czechia,CZE,"Age population, age 13, female",SP.POP.AG13.FE.IN,57753,58963.5,58527.5,55791.5,53521.5
Czechia,CZE,"Age population, age 13, male",SP.POP.AG13.MA.IN,60362.5,61489.5,61219,58734,56131.5
Czechia,CZE,"Age population, age 14, female",SP.POP.AG14.FE.IN,54311.5,58424.5,59664.5,58315,55387
Czechia,CZE,"Age population, age 14, male",SP.POP.AG14.MA.IN,57179.5,60959.5,62120.5,61019.5,58349
Czechia,CZE,"Age population, age 15, female",SP.POP.AG15.FE.IN,51088,55335,59442,59454,57944.5
Czechia,CZE,"Age population, age 15, male",SP.POP.AG15.MA.IN,54122,58092,61870.5,61925,60669
Czechia,CZE,"Age population, age 16, female",SP.POP.AG16.FE.IN,49174.5,52559,56730.5,59246.5,59143.5
Czechia,CZE,"Age population, age 16, male",SP.POP.AG16.MA.IN,52033.5,55450,59345,61691,61632.5
Czechia,CZE,"Age population, age 17, female",SP.POP.AG17.FE.IN,47559,51086,54361.5,56572.5,59031
Czechia,CZE,"Age population, age 17, male",SP.POP.AG17.MA.IN,50302.5,53759.5,57068,59198.5,61490
Denmark,DNK,"Age population, age 24, male",SP.POP.AG24.MA.IN,40101.5,39982,39452,39374,39189.5
Denmark,DNK,"Age population, age 24, female",SP.POP.AG24.FE.IN,38484,38344.5,38071.5,38213,38084.5
Denmark,DNK,"Age population, age 23, male",SP.POP.AG23.MA.IN,39210.5,38959.5,38964.5,38590,38121.5
Denmark,DNK,"Age population, age 23, female",SP.POP.AG23.FE.IN,37622,37524.5,37803.5,37489.5,36777.5
Denmark,DNK,"Age population, age 22, female",SP.POP.AG22.FE.IN,36499.5,37163,37000,36017,36003.5
Denmark,DNK,"Age population, age 22, male",SP.POP.AG22.MA.IN,38097,38442.5,38102,37358.5,37532.5
Denmark,DNK,"Age population, age 21, male",SP.POP.AG21.MA.IN,37549.5,37568.5,36804,36636,37228.5
Denmark,DNK,"Age population, age 21, female",SP.POP.AG21.FE.IN,36136.5,36346,35461,35107,35727.5
Denmark,DNK,"Age population, age 20, male",SP.POP.AG20.MA.IN,36741,36296,36058.5,36274,36837
Denmark,DNK,"Age population, age 20, female",SP.POP.AG20.FE.IN,35224,34773.5,34527,34772,35473.5
Denmark,DNK,"Age population, age 19, male",SP.POP.AG19.MA.IN,35547,35618.5,35724.5,35931.5,36765.5
Denmark,DNK,"Age population, age 19, female",SP.POP.AG19.FE.IN,33817,33929,34222,34567,35334.5
Denmark,DNK,"Age population, age 18, female",SP.POP.AG18.FE.IN,33226.5,33794,34093,34576,34883.5
Denmark,DNK,"Age population, age 18, male",SP.POP.AG18.MA.IN,34946.5,35342.5,35458,36008,36535.5
Denmark,DNK,"Age population, age 13, female",SP.POP.AG13.FE.IN,33274.5,33093.5,32948,32226,30817.5
Denmark,DNK,"Age population, age 13, male",SP.POP.AG13.MA.IN,35164.5,35120,34776,33613.5,32322.5
Denmark,DNK,"Age population, age 14, female",SP.POP.AG14.FE.IN,33316,33527.5,33384.5,33085,32319
Denmark,DNK,"Age population, age 14, male",SP.POP.AG14.MA.IN,35091.5,35413.5,35411,34920.5,33710
Denmark,DNK,"Age population, age 15, female",SP.POP.AG15.FE.IN,33445,33649.5,33864.5,33528,33194.5
Denmark,DNK,"Age population, age 15, male",SP.POP.AG15.MA.IN,34996,35373.5,35724,35561,35031.5
Denmark,DNK,"Age population, age 16, female",SP.POP.AG16.FE.IN,33497,33932,34070.5,34048,33711.5
Denmark,DNK,"Age population, age 16, male",SP.POP.AG16.MA.IN,34835,35370,35722,35912,35745.5
Denmark,DNK,"Age population, age 17, female",SP.POP.AG17.FE.IN,33379,33740,34206.5,34332.5,34387
Denmark,DNK,"Age population, age 17, male",SP.POP.AG17.MA.IN,34899.5,35070.5,35638,35984.5,36252.5
Djibouti,DJI,"Age population, age 24, male",SP.POP.AG24.MA.IN,9968,10162.5,10497.5,10857,11220
Djibouti,DJI,"Age population, age 24, female",SP.POP.AG24.FE.IN,9939.5,10139,10475.5,10832.5,11188.5
Djibouti,DJI,"Age population, age 23, male",SP.POP.AG23.MA.IN,10196,10535,10879,11231,11600.5
Djibouti,DJI,"Age population, age 23, female",SP.POP.AG23.FE.IN,10154.5,10494.5,10836,11181,11540
Djibouti,DJI,"Age population, age 22, female",SP.POP.AG22.FE.IN,10510,10855,11165,11493,11803.5
Djibouti,DJI,"Age population, age 22, male",SP.POP.AG22.MA.IN,10569.5,10917,11233.5,11572,11891.5
Djibouti,DJI,"Age population, age 21, male",SP.POP.AG21.MA.IN,10952,11272.5,11557.5,11827,11966.5
Djibouti,DJI,"Age population, age 21, female",SP.POP.AG21.FE.IN,10870.5,11184,11460,11722,11857
Djibouti,DJI,"Age population, age 20, male",SP.POP.AG20.MA.IN,11306.5,11595.5,11802,11881,11878.5
Djibouti,DJI,"Age population, age 20, female",SP.POP.AG20.FE.IN,11199,11479,11679,11754.5,11749.5
Djibouti,DJI,"Age population, age 19, male",SP.POP.AG19.MA.IN,11628,11838.5,11855,11792.5,11751
Djibouti,DJI,"Age population, age 19, female",SP.POP.AG19.FE.IN,11493,11697,11712.5,11649,11605
Djibouti,DJI,"Age population, age 18, female",SP.POP.AG18.FE.IN,11710,11729,11615.5,11523.5,11460.5
Djibouti,DJI,"Age population, age 18, male",SP.POP.AG18.MA.IN,11867.5,11887.5,11773.5,11682.5,11621
Djibouti,DJI,"Age population, age 13, female",SP.POP.AG13.FE.IN,11335,11281,11263.5,11227.5,11181
Djibouti,DJI,"Age population, age 13, male",SP.POP.AG13.MA.IN,11539,11483.5,11466,11431,11386
Djibouti,DJI,"Age population, age 14, female",SP.POP.AG14.FE.IN,11421.5,11330,11272,11252.5,11214
Djibouti,DJI,"Age population, age 14, male",SP.POP.AG14.MA.IN,11619.5,11527,11468.5,11449.5,11411.5
Djibouti,DJI,"Age population, age 15, female",SP.POP.AG15.FE.IN,11525.5,11415.5,11320.5,11262.5,11241.5
Djibouti,DJI,"Age population, age 15, male",SP.POP.AG15.MA.IN,11716,11605.5,11509.5,11451,11431
Djibouti,DJI,"Age population, age 16, female",SP.POP.AG16.FE.IN,11640,11517.5,11404,11315,11262
Djibouti,DJI,"Age population, age 16, male",SP.POP.AG16.MA.IN,11822,11699,11585.5,11496,11442
Djibouti,DJI,"Age population, age 17, female",SP.POP.AG17.FE.IN,11740.5,11630.5,11504.5,11409,11336.5
Djibouti,DJI,"Age population, age 17, male",SP.POP.AG17.MA.IN,11913,11802,11675.5,11580.5,11508
Dominica,DMA,"Age population, age 24, male",SP.POP.AG24.MA.IN,494,475.5,468.5,473.5,461
Dominica,DMA,"Age population, age 24, female",SP.POP.AG24.FE.IN,489,458.5,455,468,464
Dominica,DMA,"Age population, age 23, male",SP.POP.AG23.MA.IN,481.5,473.5,478,465.5,427.5
Dominica,DMA,"Age population, age 23, female",SP.POP.AG23.FE.IN,464,459,471.5,467.5,447
Dominica,DMA,"Age population, age 22, female",SP.POP.AG22.FE.IN,465,475.5,471,450.5,427
Dominica,DMA,"Age population, age 22, male",SP.POP.AG22.MA.IN,479,482.5,469.5,431,410.5
Dominica,DMA,"Age population, age 21, male",SP.POP.AG21.MA.IN,489,474.5,434.5,413,426.5
Dominica,DMA,"Age population, age 21, female",SP.POP.AG21.FE.IN,483,475.5,453.5,429.5,420
Dominica,DMA,"Age population, age 20, male",SP.POP.AG20.MA.IN,481.5,439.5,416.5,429,438.5
Dominica,DMA,"Age population, age 20, female",SP.POP.AG20.FE.IN,482.5,457.5,432.5,422,426
Dominica,DMA,"Age population, age 19, male",SP.POP.AG19.MA.IN,445.5,421,432.5,441,426.5
Dominica,DMA,"Age population, age 19, female",SP.POP.AG19.FE.IN,464.5,436.5,424.5,427.5,437.5
Dominica,DMA,"Age population, age 18, female",SP.POP.AG18.FE.IN,443.5,428,429.5,439,447
Dominica,DMA,"Age population, age 18, male",SP.POP.AG18.MA.IN,427,435.5,443,428,409.5
Dominica,DMA,"Age population, age 13, female",SP.POP.AG13.FE.IN,461,462.5,448.5,424,426.5
Dominica,DMA,"Age population, age 13, male",SP.POP.AG13.MA.IN,419,425,431,425,432.5
Dominica,DMA,"Age population, age 14, female",SP.POP.AG14.FE.IN,457,457,461.5,448,423
Dominica,DMA,"Age population, age 14, male",SP.POP.AG14.MA.IN,419.5,414,423.5,430,424
Dominica,DMA,"Age population, age 15, female",SP.POP.AG15.FE.IN,449,452,455.5,460,446.5
Dominica,DMA,"Age population, age 15, male",SP.POP.AG15.MA.IN,438,415,413,422.5,428.5
Dominica,DMA,"Age population, age 16, female",SP.POP.AG16.FE.IN,439,443.5,450,454.5,459.5
Dominica,DMA,"Age population, age 16, male",SP.POP.AG16.MA.IN,452,433,413,411.5,421
Dominica,DMA,"Age population, age 17, female",SP.POP.AG17.FE.IN,434.5,432.5,441,448.5,453
Dominica,DMA,"Age population, age 17, male",SP.POP.AG17.MA.IN,441.5,447,431,411,409.5
Dominican Republic,DOM,"Age population, age 24, male",SP.POP.AG24.MA.IN,95996.5,94386,94736.5,96979.5,98073.5
Dominican Republic,DOM,"Age population, age 24, female",SP.POP.AG24.FE.IN,93108.5,91492.5,91776.5,93919.5,94949
Dominican Republic,DOM,"Age population, age 23, male",SP.POP.AG23.MA.IN,95144,95657,97882.5,98961.5,98238.5
Dominican Republic,DOM,"Age population, age 23, female",SP.POP.AG23.FE.IN,92138.5,92597.5,94703,95698,94940.5
Dominican Republic,DOM,"Age population, age 22, female",SP.POP.AG22.FE.IN,93240,95523.5,96484.5,95694.5,94513
Dominican Republic,DOM,"Age population, age 22, male",SP.POP.AG22.MA.IN,96411,98804.5,99869,99132.5,98000
Dominican Republic,DOM,"Age population, age 21, male",SP.POP.AG21.MA.IN,99543,100775,100026,98881,97802
Dominican Republic,DOM,"Age population, age 21, female",SP.POP.AG21.FE.IN,96150.5,97289,96469,95256.5,94119
Dominican Republic,DOM,"Age population, age 20, male",SP.POP.AG20.MA.IN,101476.5,100892.5,99739.5,98647,97410.5
Dominican Republic,DOM,"Age population, age 20, female",SP.POP.AG20.FE.IN,97887.5,97238.5,95998.5,94831.5,93594.5
Dominican Republic,DOM,"Age population, age 19, male",SP.POP.AG19.MA.IN,101535,100539.5,99440,98186,96790
Dominican Republic,DOM,"Age population, age 19, female",SP.POP.AG19.FE.IN,97792,96714.5,95519,94249.5,92914.5
Dominican Republic,DOM,"Age population, age 18, female",SP.POP.AG18.FE.IN,97211,96162,94856,93480,93395.5
Dominican Republic,DOM,"Age population, age 18, male",SP.POP.AG18.MA.IN,101106,100148.5,98878,97455.5,97334.5
Dominican Republic,DOM,"Age population, age 13, female",SP.POP.AG13.FE.IN,96753.5,99173,100578.5,100820.5,100608
Dominican Republic,DOM,"Age population, age 13, male",SP.POP.AG13.MA.IN,100869.5,103374.5,104809.5,105016.5,104736
Dominican Republic,DOM,"Age population, age 14, female",SP.POP.AG14.FE.IN,94797,96607,98986,100404.5,100656.5
Dominican Republic,DOM,"Age population, age 14, male",SP.POP.AG14.MA.IN,98852,100719.5,103196.5,104638.5,104845
Dominican Republic,DOM,"Age population, age 15, female",SP.POP.AG15.FE.IN,94717.5,94591,96343,98766.5,100227.5
Dominican Republic,DOM,"Age population, age 15, male",SP.POP.AG15.MA.IN,98783.5,98639,100462.5,102975,104444.5
Dominican Republic,DOM,"Age population, age 16, female",SP.POP.AG16.FE.IN,95765.5,94440.5,94234,96051.5,98540
Dominican Republic,DOM,"Age population, age 16, male",SP.POP.AG16.MA.IN,99857.5,98490.5,98282,100157.5,102715
Dominican Republic,DOM,"Age population, age 17, female",SP.POP.AG17.FE.IN,96591,95412,93983,93843,95727.5
Dominican Republic,DOM,"Age population, age 17, male",SP.POP.AG17.MA.IN,100627,99474,98017,97858.5,99780.5
Early-demographic dividend,EAR,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
Early-demographic dividend,EAR,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
East Asia & Pacific,EAS,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 24, male",SP.POP.AG24.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 24, female",SP.POP.AG24.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 23, male",SP.POP.AG23.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 23, female",SP.POP.AG23.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 22, female",SP.POP.AG22.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 22, male",SP.POP.AG22.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 21, male",SP.POP.AG21.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 21, female",SP.POP.AG21.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 20, male",SP.POP.AG20.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 20, female",SP.POP.AG20.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 19, male",SP.POP.AG19.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 19, female",SP.POP.AG19.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 18, female",SP.POP.AG18.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 18, male",SP.POP.AG18.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 13, female",SP.POP.AG13.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 13, male",SP.POP.AG13.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 14, female",SP.POP.AG14.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 14, male",SP.POP.AG14.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 15, female",SP.POP.AG15.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 15, male",SP.POP.AG15.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 16, female",SP.POP.AG16.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 16, male",SP.POP.AG16.MA.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 17, female",SP.POP.AG17.FE.IN,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Age population, age 17, male",SP.POP.AG17.MA.IN,..,..,..,..,..
Ecuador,ECU,"Age population, age 24, male",SP.POP.AG24.MA.IN,159292,158930,158625.5,158180,157639
Ecuador,ECU,"Age population, age 24, female",SP.POP.AG24.FE.IN,155166,154696,154284,153690,152970
Ecuador,ECU,"Age population, age 23, male",SP.POP.AG23.MA.IN,159827,159403,158875.5,158246.5,157677.5
Ecuador,ECU,"Age population, age 23, female",SP.POP.AG23.FE.IN,155337.5,154850,154180,153374.5,152655
Ecuador,ECU,"Age population, age 22, female",SP.POP.AG22.FE.IN,155491.5,154746.5,153852,153036.5,152434
Ecuador,ECU,"Age population, age 22, male",SP.POP.AG22.MA.IN,160283.5,159641.5,158920,158254,157756.5
Ecuador,ECU,"Age population, age 21, male",SP.POP.AG21.MA.IN,160488.5,159662.5,158896.5,158296,157905.5
Ecuador,ECU,"Age population, age 21, female",SP.POP.AG21.FE.IN,155376,154410,153496,152789.5,152325
Ecuador,ECU,"Age population, age 20, male",SP.POP.AG20.MA.IN,160456,159599,158901,158409.5,158242.5
Ecuador,ECU,"Age population, age 20, female",SP.POP.AG20.FE.IN,155013,154032,153227.5,152660,152432
Ecuador,ECU,"Age population, age 19, male",SP.POP.AG19.MA.IN,160321,159546,158968.5,158711.5,158939
Ecuador,ECU,"Age population, age 19, female",SP.POP.AG19.FE.IN,154596.5,153731,153074.5,152752.5,152913.5
Ecuador,ECU,"Age population, age 18, female",SP.POP.AG18.FE.IN,154241.5,153530.5,153136.5,153220,153584.5
Ecuador,ECU,"Age population, age 18, male",SP.POP.AG18.MA.IN,160180,159540,159215,159369.5,159794.5
Ecuador,ECU,"Age population, age 13, female",SP.POP.AG13.FE.IN,155986.5,158197,158890.5,159420.5,158711
Ecuador,ECU,"Age population, age 13, male",SP.POP.AG13.MA.IN,162498.5,164823,165563,166127.5,165398.5
Ecuador,ECU,"Age population, age 14, female",SP.POP.AG14.FE.IN,154666.5,155806.5,158037.5,158738.5,159278.5
Ecuador,ECU,"Age population, age 14, male",SP.POP.AG14.MA.IN,161092.5,162310.5,164654,165394.5,165962
Ecuador,ECU,"Age population, age 15, female",SP.POP.AG15.FE.IN,154204,154430,155595,157847,158573.5
Ecuador,ECU,"Age population, age 15, male",SP.POP.AG15.MA.IN,160536.5,160838.5,162080.5,164436.5,165193
Ecuador,ECU,"Age population, age 16, female",SP.POP.AG16.FE.IN,153912.5,153899.5,154158,155356,157644
Ecuador,ECU,"Age population, age 16, male",SP.POP.AG16.MA.IN,160134,160198,160531.5,161798,164181
Ecuador,ECU,"Age population, age 17, female",SP.POP.AG17.FE.IN,153978,153536.5,153563,153865.5,155111.5
Ecuador,ECU,"Age population, age 17, male",SP.POP.AG17.MA.IN,160074.5,159699.5,159803.5,160173.5,161480
"Egypt, Arab Rep.",EGY,"Age population, age 24, male",SP.POP.AG24.MA.IN,905726.5,931416.5,954041.5,966828,978669.5
"Egypt, Arab Rep.",EGY,"Age population, age 24, female",SP.POP.AG24.FE.IN,864484.5,889474.5,911280.5,923713,936120.5
"Egypt, Arab Rep.",EGY,"Age population, age 23, male",SP.POP.AG23.MA.IN,932208.5,951746.5,963740,979505,994752.5
"Egypt, Arab Rep.",EGY,"Age population, age 23, female",SP.POP.AG23.FE.IN,889746.5,908307,920128,936476,954298.5
"Egypt, Arab Rep.",EGY,"Age population, age 22, female",SP.POP.AG22.FE.IN,908589.5,917157.5,933220.5,955196,971563
"Egypt, Arab Rep.",EGY,"Age population, age 22, male",SP.POP.AG22.MA.IN,952566.5,961479.5,976858,996272.5,1008734.5
