country,gid_0,date,outcome,predicted,predicted_error
Kosovo,XKX,2025-05-01,internet_women,1.0,0.09
Yemen,YEM,2025-05-01,internet_women,,0.042
South Africa,ZAF,2025-05-01,internet_women,0.807,0.09
Zambia,ZMB,2025-05-01,internet_women,0.514,0.085
Zimbabwe,ZWE,2025-05-01,internet_women,0.49,0.086
Aruba,ABW,2025-05-01,internet_men,0.994,0.088
Afghanistan,AFG,2025-05-01,internet_men,0.375,0.055
Angola,AGO,2025-05-01,internet_men,0.63,0.08
Albania,ALB,2025-05-01,internet_men,0.982,0.087
Andorra,AND,2025-05-01,internet_men,0.964,0.088
United Arab Emirates,ARE,2025-05-01,internet_men,1.0,0.088
Argentina,ARG,2025-05-01,internet_men,0.953,0.088
Armenia,ARM,2025-05-01,internet_men,0.964,0.091
American Samoa,ASM,2025-05-01,internet_men,0.836,0.085
Antigua and Barbuda,ATG,2025-05-01,internet_men,0.99,0.088
Australia,AUS,2025-05-01,internet_men,1.0,0.087
Austria,AUT,2025-05-01,internet_men,0.997,0.086
Azerbaijan,AZE,2025-05-01,internet_men,0.822,0.085
Burundi,BDI,2025-05-01,internet_men,0.372,0.082
Belgium,BEL,2025-05-01,internet_men,1.0,0.087
Benin,BEN,2025-05-01,internet_men,0.553,0.075
Burkina Faso,BFA,2025-05-01,internet_men,0.542,0.078
Bangladesh,BGD,2025-05-01,internet_men,0.885,0.081
Bulgaria,BGR,2025-05-01,internet_men,0.916,0.088
Bahrain,BHR,2025-05-01,internet_men,1.0,0.083
Bahamas,BHS,2025-05-01,internet_men,0.998,0.09
Bosnia and Herzegovina,BIH,2025-05-01,internet_men,0.873,0.085
Belarus,BLR,2025-05-01,internet_men,0.809,0.089
Belize,BLZ,2025-05-01,internet_men,0.807,0.087
Bermuda,BMU,2025-05-01,internet_men,0.923,0.088
"Bolivia, Plurinational State of",BOL,2025-05-01,internet_men,0.875,0.086
Brazil,BRA,2025-05-01,internet_men,0.832,0.089
Barbados,BRB,2025-05-01,internet_men,0.962,0.092
Brunei Darussalam,BRN,2025-05-01,internet_men,1.0,0.087
Bhutan,BTN,2025-05-01,internet_men,0.75,0.086
Botswana,BWA,2025-05-01,internet_men,0.863,0.089
Central African Republic,CAF,2025-05-01,internet_men,0.32,0.081
Canada,CAN,2025-05-01,internet_men,1.0,0.088
Switzerland,CHE,2025-05-01,internet_men,1.0,0.086
Chile,CHL,2025-05-01,internet_men,0.966,0.087
Côte d'Ivoire,CIV,2025-05-01,internet_men,0.665,0.077
Cameroon,CMR,2025-05-01,internet_men,0.636,0.08
"Congo, The Democratic Republic of the",COD,2025-05-01,internet_men,0.426,0.079
Congo,COG,2025-05-01,internet_men,0.641,0.081
Colombia,COL,2025-05-01,internet_men,0.907,0.089
Comoros,COM,2025-05-01,internet_men,0.689,0.081
Cabo Verde,CPV,2025-05-01,internet_men,0.76,0.087
Costa Rica,CRI,2025-05-01,internet_men,0.976,0.088
Curaçao,CUW,2025-05-01,internet_men,0.876,0.088
Cayman Islands,CYM,2025-05-01,internet_men,0.983,0.088
Cyprus,CYP,2025-05-01,internet_men,1.0,0.087
Czechia,CZE,2025-05-01,internet_men,0.964,0.088
Germany,DEU,2025-05-01,internet_men,1.0,0.086
Djibouti,DJI,2025-05-01,internet_men,0.479,0.075
Dominica,DMA,2025-05-01,internet_men,0.828,0.088
Denmark,DNK,2025-05-01,internet_men,1.0,0.087
Dominican Republic,DOM,2025-05-01,internet_men,0.955,0.091
Algeria,DZA,2025-05-01,internet_men,0.955,0.078
Ecuador,ECU,2025-05-01,internet_men,0.943,0.088
Egypt,EGY,2025-05-01,internet_men,0.927,0.079
Eritrea,ERI,2025-05-01,internet_men,0.4,0.081
Spain,ESP,2025-05-01,internet_men,0.975,0.088
Estonia,EST,2025-05-01,internet_men,0.996,0.091
Ethiopia,ETH,2025-05-01,internet_men,0.463,0.082
Finland,FIN,2025-05-01,internet_men,1.0,0.088
Fiji,FJI,2025-05-01,internet_men,0.878,0.084
France,FRA,2025-05-01,internet_men,1.0,0.088
Faroe Islands,FRO,2025-05-01,internet_men,1.0,0.088
"Micronesia, Federated States of",FSM,2025-05-01,internet_men,0.685,0.084
Gabon,GAB,2025-05-01,internet_men,0.857,0.087
United Kingdom,GBR,2025-05-01,internet_men,1.0,0.087
Georgia,GEO,2025-05-01,internet_men,1.0,0.089
Ghana,GHA,2025-05-01,internet_men,0.686,0.083
Gibraltar,GIB,2025-05-01,internet_men,0.982,0.088
Guinea,GIN,2025-05-01,internet_men,0.533,0.073
Gambia,GMB,2025-05-01,internet_men,0.609,0.084
Guinea-Bissau,GNB,2025-05-01,internet_men,0.497,0.077
Equatorial Guinea,GNQ,2025-05-01,internet_men,0.646,0.081
Greece,GRC,2025-05-01,internet_men,1.0,0.086
Grenada,GRD,2025-05-01,internet_men,0.884,0.087
Greenland,GRL,2025-05-01,internet_men,0.937,0.088
Guatemala,GTM,2025-05-01,internet_men,0.765,0.083
Guam,GUM,2025-05-01,internet_men,0.926,0.085
Guyana,GUY,2025-05-01,internet_men,0.971,0.088
Hong Kong,HKG,2025-05-01,internet_men,1.0,0.086
Honduras,HND,2025-05-01,internet_men,0.686,0.087
Croatia,HRV,2025-05-01,internet_men,0.993,0.088
Haiti,HTI,2025-05-01,internet_men,0.583,0.083
Hungary,HUN,2025-05-01,internet_men,0.944,0.088
Indonesia,IDN,2025-05-01,internet_men,0.88,0.084
Isle of Man,IMN,2025-05-01,internet_men,1.0,0.088
