,0,1,2,3
348,MA,3017382,GENDER_MALE,AGE_13_17
349,MA,3017382,GENDER_MALE,AGE_18_24
350,MA,3017382,GENDER_MALE,AGE_25_34
351,MA,3017382,GENDER_MALE,AGE_35_44
352,MA,3017382,GENDER_MALE,AGE_45_54
353,MA,3017382,GENDER_MALE,AGE_55_100
354,MA,3017382,GENDER_UNLIMITED,AGE_13_17
355,MA,3017382,GENDER_UNLIMITED,AGE_18_24
356,MA,3017382,GENDER_UNLIMITED,AGE_25_34
357,MA,3017382,GENDER_UNLIMITED,AGE_35_44
358,MA,3017382,GENDER_UNLIMITED,AGE_45_54
359,MA,3017382,GENDER_UNLIMITED,AGE_55_100
360,MA,1227603,GENDER_FEMALE,AGE_13_17
361,MA,1227603,GENDER_FEMALE,AGE_18_24
362,MA,1227603,GENDER_FEMALE,AGE_25_34
363,MA,1227603,GENDER_FEMALE,AGE_35_44
364,MA,1227603,GENDER_FEMALE,AGE_45_54
365,MA,1227603,GENDER_FEMALE,AGE_55_100
366,MA,1227603,GENDER_MALE,AGE_13_17
367,MA,1227603,GENDER_MALE,AGE_18_24
368,MA,1227603,GENDER_MALE,AGE_25_34
369,MA,1227603,GENDER_MALE,AGE_35_44
370,MA,1227603,GENDER_MALE,AGE_45_54
371,MA,1227603,GENDER_MALE,AGE_55_100
372,MA,1227603,GENDER_UNLIMITED,AGE_13_17
373,MA,1227603,GENDER_UNLIMITED,AGE_18_24
374,MA,1227603,GENDER_UNLIMITED,AGE_25_34
375,MA,1227603,GENDER_UNLIMITED,AGE_35_44
376,MA,1227603,GENDER_UNLIMITED,AGE_45_54
377,MA,1227603,GENDER_UNLIMITED,AGE_55_100
378,MA,2963597,GENDER_FEMALE,AGE_13_17
379,MA,2963597,GENDER_FEMALE,AGE_18_24
380,MA,2963597,GENDER_FEMALE,AGE_25_34
381,MA,2963597,GENDER_FEMALE,AGE_35_44
382,MA,2963597,GENDER_FEMALE,AGE_45_54
383,MA,2963597,GENDER_FEMALE,AGE_55_100
384,MA,2963597,GENDER_MALE,AGE_13_17
385,MA,2963597,GENDER_MALE,AGE_18_24
386,MA,2963597,GENDER_MALE,AGE_25_34
387,MA,2963597,GENDER_MALE,AGE_35_44
388,MA,2963597,GENDER_MALE,AGE_45_54
389,MA,2963597,GENDER_MALE,AGE_55_100
390,MA,2963597,GENDER_UNLIMITED,AGE_13_17
391,MA,2963597,GENDER_UNLIMITED,AGE_18_24
392,MA,2963597,GENDER_UNLIMITED,AGE_25_34
393,MA,2963597,GENDER_UNLIMITED,AGE_35_44
394,MA,2963597,GENDER_UNLIMITED,AGE_45_54
395,MA,2963597,GENDER_UNLIMITED,AGE_55_100
396,MA,286963,GENDER_FEMALE,AGE_13_17
397,MA,286963,GENDER_FEMALE,AGE_18_24
398,MA,286963,GENDER_FEMALE,AGE_25_34
399,MA,286963,GENDER_FEMALE,AGE_35_44
400,MA,286963,GENDER_FEMALE,AGE_45_54
401,MA,286963,GENDER_FEMALE,AGE_55_100
402,MA,286963,GENDER_MALE,AGE_13_17
403,MA,286963,GENDER_MALE,AGE_18_24
404,MA,286963,GENDER_MALE,AGE_25_34
405,MA,286963,GENDER_MALE,AGE_35_44
406,MA,286963,GENDER_MALE,AGE_45_54
407,MA,286963,GENDER_MALE,AGE_55_100
408,MA,286963,GENDER_UNLIMITED,AGE_13_17
409,MA,286963,GENDER_UNLIMITED,AGE_18_24
410,MA,286963,GENDER_UNLIMITED,AGE_25_34
411,MA,286963,GENDER_UNLIMITED,AGE_35_44
412,MA,286963,GENDER_UNLIMITED,AGE_45_54
413,MA,286963,GENDER_UNLIMITED,AGE_55_100
414,MA,289688,GENDER_FEMALE,AGE_13_17
415,MA,289688,GENDER_FEMALE,AGE_18_24
416,MA,289688,GENDER_FEMALE,AGE_25_34
417,MA,289688,GENDER_FEMALE,AGE_35_44
418,MA,289688,GENDER_FEMALE,AGE_45_54
419,MA,289688,GENDER_FEMALE,AGE_55_100
420,MA,289688,GENDER_MALE,AGE_13_17
421,MA,289688,GENDER_MALE,AGE_18_24
422,MA,289688,GENDER_MALE,AGE_25_34
423,MA,289688,GENDER_MALE,AGE_35_44
424,MA,289688,GENDER_MALE,AGE_45_54
425,MA,289688,GENDER_MALE,AGE_55_100
426,MA,289688,GENDER_UNLIMITED,AGE_13_17
427,MA,289688,GENDER_UNLIMITED,AGE_18_24
428,MA,289688,GENDER_UNLIMITED,AGE_25_34
429,MA,289688,GENDER_UNLIMITED,AGE_35_44
430,MA,289688,GENDER_UNLIMITED,AGE_45_54
431,MA,289688,GENDER_UNLIMITED,AGE_55_100
432,MA,4566966,GENDER_FEMALE,AGE_13_17
433,MA,4566966,GENDER_FEMALE,AGE_18_24
434,MA,4566966,GENDER_FEMALE,AGE_25_34
435,MA,4566966,GENDER_FEMALE,AGE_35_44
436,MA,4566966,GENDER_FEMALE,AGE_45_54
437,MA,4566966,GENDER_FEMALE,AGE_55_100
438,MA,4566966,GENDER_MALE,AGE_13_17
439,MA,4566966,GENDER_MALE,AGE_18_24
440,MA,4566966,GENDER_MALE,AGE_25_34
441,MA,4566966,GENDER_MALE,AGE_35_44
442,MA,4566966,GENDER_MALE,AGE_45_54
443,MA,4566966,GENDER_MALE,AGE_55_100
444,MA,4566966,GENDER_UNLIMITED,AGE_13_17
445,MA,4566966,GENDER_UNLIMITED,AGE_18_24
446,MA,4566966,GENDER_UNLIMITED,AGE_25_34
447,MA,4566966,GENDER_UNLIMITED,AGE_35_44
448,MA,4566966,GENDER_UNLIMITED,AGE_45_54
449,MA,4566966,GENDER_UNLIMITED,AGE_55_100
450,MA,2661886,GENDER_FEMALE,AGE_13_17
451,MA,2661886,GENDER_FEMALE,AGE_18_24
452,MA,2661886,GENDER_FEMALE,AGE_25_34
453,MA,2661886,GENDER_FEMALE,AGE_35_44
