country_code,country_name,male_2534,female_2534,male_3544,female_3544,male_4554,female_4554,male_55plus,female_55plus,male_1317,female_1317,male_1824,female_1824
,,,,,,,,,,302824.0,302036.0,347298.5,356591.0
,,,,,,,,,,312884.5,310088.0,354517.5,363215.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,11147.0,10685.0,14635.5,13998.5
,,,,,,,,,,11233.5,10713.0,14809.5,14189.0
,,,,,,,,,,11274.0,10686.0,14969.5,14347.0
,,,,,,,,,,11181.5,10632.0,15025.0,14412.5
,,,,,,,,,,11084.5,10521.0,14963.0,14406.5
,,,,,,,,,,54358.5,50557.0,175001.5,59793.0
,,,,,,,,,,57603.0,53214.0,163157.5,60681.0
,,,,,,,,,,63118.5,58193.5,140099.0,64519.5
,,,,,,,,,,64904.5,60880.0,136727.0,70364.5
,,,,,,,,,,63289.0,61763.5,153842.0,78446.5
,,,,,,,,,,550609.5,528084.0,708583.5,677951.0
,,,,,,,,,,558701.5,535796.5,718402.0,688519.5
,,,,,,,,,,561200.5,538158.5,728900.5,699605.5
,,,,,,,,,,555595.5,532230.5,732131.0,703071.5
,,,,,,,,,,547826.5,524317.5,735044.5,706169.5
,,,,,,,,,,3925302.5,3750720.0,5033680.5,4838701.0
,,,,,,,,,,4043291.5,3862052.5,5100798.0,4902881.5
,,,,,,,,,,4156404.5,3963821.0,5156064.5,4957861.0
,,,,,,,,,,4294670.0,4088614.0,5235673.5,5037260.5
,,,,,,,,,,4460886.5,4241163.0,5377916.0,5173795.0
,,,,,,,,,,790436.0,796496.0,856065.5,889182.0
,,,,,,,,,,797432.0,800936.0,894869.0,928462.5
,,,,,,,,,,798740.0,800211.5,939366.5,970912.0
,,,,,,,,,,798445.0,798511.0,982863.5,1010659.0
,,,,,,,,,,800471.5,799631.5,1022308.0,1045372.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,1139551.5,1119222.0,1891914.5,1440031.5
,,,,,,,,,,1189968.0,1161579.0,1951447.5,1490964.5
,,,,,,,,,,1254288.0,1209277.5,1933740.0,1550519.5
,,,,,,,,,,1284581.0,1236098.0,1957056.5,1585390.0
,,,,,,,,,,1294332.5,1253411.0,2061916.5,1621303.0
,,,,,,,,,,2787456.5,2734486.0,3356175.5,3317799.0
,,,,,,,,,,2844476.5,2789795.5,3440099.5,3401362.5
,,,,,,,,,,2864909.0,2809803.5,3474154.0,3436750.5
,,,,,,,,,,2876453.5,2821716.0,3468557.5,3433152.5
,,,,,,,,,,2923411.5,2868295.0,3509382.0,3474185.5
,,,,,,,,,,1026788.0,969158.5,1195184.0,1176905.5
,,,,,,,,,,1061292.0,992523.0,1239702.0,1214334.0
,,,,,,,,,,1090165.0,1013822.0,1280431.5,1245795.5
,,,,,,,,,,1112308.0,1032148.5,1312015.5,1267710.0
,,,,,,,,,,1131731.5,1048316.0,1338912.0,1284788.0
,,,,,,,,,,159674.0,141445.5,397105.5,324443.0
,,,,,,,,,,163250.0,144542.0,401863.0,327299.0
,,,,,,,,,,157478.5,140571.0,401717.0,328335.0
,,,,,,,,,,140494.5,127581.5,381359.5,315784.5
,,,,,,,,,,127833.5,117741.5,357957.0,301028.5
,,,,,,,,,,42173.5,39378.0,50496.5,49285.5
,,,,,,,,,,43166.0,40158.5,52250.5,50705.5
,,,,,,,,,,44314.5,41185.5,53877.0,51929.0
,,,,,,,,,,45610.5,42442.0,55332.5,52931.5
,,,,,,,,,,46957.5,43806.5,56674.0,53807.5
,,,,,,,,,,466806.5,460178.5,566051.5,559267.5
,,,,,,,,,,476438.5,469905.0,580611.0,573380.5
,,,,,,,,,,486336.5,480032.0,593744.5,586325.0
,,,,,,,,,,495551.0,489555.0,606028.0,598433.5
,,,,,,,,,,504031.5,498355.5,617471.5,609972.5
,,,,,,,,,,293057.5,275205.0,459446.0,437988.0
,,,,,,,,,,290908.5,272473.5,448537.5,426810.0
,,,,,,,,,,290229.0,271193.5,435891.0,414160.0
,,,,,,,,,,290270.5,270958.5,422607.5,401014.0
,,,,,,,,,,289356.5,270218.0,411164.5,389648.5
,,,,,,,,,,909.0,812.0,1291.0,1180.0
,,,,,,,,,,907.5,819.5,1288.5,1186.0
,,,,,,,,,,904.0,831.5,1280.5,1154.0
,,,,,,,,,,896.0,869.5,1283.5,1115.0
,,,,,,,,,,890.0,873.5,1306.5,1138.5
,,,,,,,,,,1023607.0,997077.5,1161627.5,1139956.0
,,,,,,,,,,1045760.0,1017824.0,1198651.5,1176803.0
,,,,,,,,,,1062047.0,1032986.5,1235577.0,1214076.0
,,,,,,,,,,1079751.0,1050451.5,1271750.5,1250827.0
,,,,,,,,,,1108543.0,1079593.5,1301534.5,1281091.5
,,,,,,,,,,169810.0,170312.5,247992.0,249229.0
,,,,,,,,,,168268.0,168291.5,246071.5,247738.5
,,,,,,,,,,167507.5,166940.5,245463.5,247435.5
,,,,,,,,,,166450.5,165352.5,243935.5,245948.0
,,,,,,,,,,165538.5,164063.5,241609.0,243276.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,719850.0,706418.5,718031.5,704839.0
,,,,,,,,,,738639.0,725135.0,765498.0,752606.5
,,,,,,,,,,774053.0,760445.0,837839.0,826014.5
,,,,,,,,,,808627.0,794601.5,903262.5,892420.5
,,,,,,,,,,826387.0,811966.5,946739.0,937198.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,13420.5,13593.0,14063.5,14614.5
,,,,,,,,,,13722.5,13844.0,14690.5,15286.0
,,,,,,,,,,13867.5,13954.5,15413.5,15999.0
,,,,,,,,,,13869.0,13910.0,16157.5,16713.5
,,,,,,,,,,13941.0,13939.0,16877.5,17386.5
,,,,,,,,,,27713.0,26902.5,39023.5,38119.0
,,,,,,,,,,27749.5,26935.5,39113.0,38256.5
,,,,,,,,,,27833.5,27007.5,38979.0,38167.0
,,,,,,,,,,27895.0,27047.0,38754.0,37935.0
,,,,,,,,,,27928.5,27053.5,38509.0,37638.5
,,,,,,,,,,139135.5,131681.0,196967.0,187087.5
,,,,,,,,,,143150.0,135336.5,194636.0,184994.5
,,,,,,,,,,146744.0,139099.5,194519.5,184841.0
,,,,,,,,,,149194.0,142092.0,192464.5,182461.5
,,,,,,,,,,151276.0,144059.0,189311.5,179031.0
,,,,,,,,,,51287.5,49309.5,75290.0,67839.0
,,,,,,,,,,53467.0,51394.5,73089.5,67106.5
,,,,,,,,,,55652.0,53261.5,71524.5,66762.5
,,,,,,,,,,57459.5,54976.5,71483.0,67341.5
,,,,,,,,,,58671.5,56030.5,72849.5,68814.0
,,,,,,,,,,309713.5,291642.5,425587.5,381657.0
,,,,,,,,,,315176.0,296845.0,429753.0,386595.5
,,,,,,,,,,321280.0,302670.0,432787.0,392001.5
,,,,,,,,,,326121.5,307199.5,436279.5,401574.0
,,,,,,,,,,328483.5,309647.0,445566.0,416343.5
,,,,,,,,,,65394.0,65439.0,85353.5,82738.0
,,,,,,,,,,65567.0,65702.5,85732.5,83339.5
,,,,,,,,,,65676.0,65765.0,85900.5,83809.5
,,,,,,,,,,65889.5,65853.5,85919.5,84289.5
,,,,,,,,,,66212.0,66061.0,85956.0,84964.5
,,,,,,,,,,1331.5,1219.5,1375.0,1490.0
,,,,,,,,,,1409.0,1254.0,1427.5,1512.5
,,,,,,,,,,1468.0,1290.0,1558.5,1609.0
,,,,,,,,,,1498.5,1310.0,1698.5,1703.0
,,,,,,,,,,1508.5,1311.5,1833.0,1783.5
,,,,,,,,,,3855.0,3730.0,6599.0,5057.5
,,,,,,,,,,3943.0,3840.5,6415.5,5069.5
,,,,,,,,,,4063.0,3970.0,6385.5,5226.5
,,,,,,,,,,4149.5,4075.5,6346.5,5404.0
,,,,,,,,,,4211.5,4139.5,6260.0,5549.5
,,,,,,,,,,1384966.5,1325753.0,1690782.0,1629775.0
,,,,,,,,,,1433339.5,1371618.0,1808891.5,1752013.0
,,,,,,,,,,1478547.0,1415508.0,1940935.5,1890244.0
,,,,,,,,,,1505787.5,1439659.5,2032132.5,1981280.0
,,,,,,,,,,1506957.0,1437235.5,2084062.0,2026710.5
,,,,,,,,,,1130.0,1362.0,1839.0,2119.5
,,,,,,,,,,1164.5,1381.5,1788.0,2091.5
,,,,,,,,,,1193.0,1396.5,1736.0,2061.5
,,,,,,,,,,1178.0,1383.0,1699.0,2034.5
,,,,,,,,,,1145.0,1350.0,1679.5,2016.0
,,,,,,,,,,1061836.5,1031628.5,1157932.0,1134567.5
,,,,,,,,,,1103695.0,1072292.5,1202879.0,1179184.0
,,,,,,,,,,1150022.0,1118495.0,1277992.5,1255527.0
,,,,,,,,,,1195026.5,1163573.0,1354815.5,1333156.5
,,,,,,,,,,1230105.0,1197922.0,1388517.5,1364590.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,494660.0,483834.0,570626.5,557452.0
,,,,,,,,,,512421.5,501155.0,586551.0,572630.5
,,,,,,,,,,530847.0,519143.5,603317.0,588597.0
,,,,,,,,,,547499.0,535392.5,620617.5,605076.5
,,,,,,,,,,560762.5,548281.0,638603.0,622282.5
,,,,,,,,,,2238428.5,2119581.0,3456836.0,3283737.5
,,,,,,,,,,2200440.0,2082406.5,3379630.5,3209157.0
,,,,,,,,,,2166589.5,2049365.5,3312526.5,3147051.5
,,,,,,,,,,2140861.5,2024364.5,3282910.0,3125258.0
,,,,,,,,,,2122248.5,2006253.0,3277854.5,3130296.0
,,,,,,,,,,433915.5,456781.0,614261.5,649448.5
,,,,,,,,,,460373.0,473851.0,606111.0,645930.0
,,,,,,,,,,492229.0,497507.5,595924.0,640015.5
,,,,,,,,,,520962.0,523466.0,587933.0,631985.0
,,,,,,,,,,543765.0,548064.5,584472.5,624987.5
,,,,,,,,,,268572.0,247917.5,402075.5,393440.5
,,,,,,,,,,281843.0,262194.0,388359.0,376921.0
,,,,,,,,,,299754.5,282393.5,377650.5,362531.0
,,,,,,,,,,319491.0,304760.0,369259.5,350123.5
,,,,,,,,,,339567.0,327095.0,363940.5,341151.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,81092.5,78914.5,99062.0,97450.5
,,,,,,,,,,80219.5,78360.5,101734.0,100035.0
,,,,,,,,,,78966.5,77106.5,104240.5,102270.5
,,,,,,,,,,77790.5,75844.0,106450.5,104292.5
,,,,,,,,,,76978.0,74852.5,108224.5,105950.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,5995.5,5996.0,6178.5,6806.5
,,,,,,,,,,6013.5,5939.5,6330.5,6974.0
,,,,,,,,,,6133.0,5913.5,6490.5,7138.5
,,,,,,,,,,6275.0,5942.5,6704.5,7276.5
,,,,,,,,,,6380.5,5994.5,6907.5,7358.5
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,47627.5,45858.0,67550.0,64749.0
,,,,,,,,,,48091.0,46257.0,67672.5,64680.5
,,,,,,,,,,48419.0,46571.5,67666.5,64640.5
,,,,,,,,,,48536.5,46725.0,67464.0,64558.0
,,,,,,,,,,48509.0,46753.5,67168.5,64430.0
,,,,,,,,,,445014.0,416184.0,581192.0,558053.5
,,,,,,,,,,458765.0,428323.5,578298.5,552808.0
,,,,,,,,,,474841.5,442879.5,579010.5,551368.5
,,,,,,,,,,491511.5,458111.5,582462.5,552543.0
,,,,,,,,,,507164.0,472593.5,588544.0,556460.5
,,,,,,,,,,3221984.5,3089453.5,4957337.5,4752636.0
,,,,,,,,,,3240754.5,3115695.0,4884497.0,4684095.0
,,,,,,,,,,3262317.5,3138008.5,4758018.0,4560233.0
,,,,,,,,,,3294761.5,3171646.0,4613105.0,4418540.5
,,,,,,,,,,3331204.5,3209822.0,4467999.0,4277676.0
,,,,,,,,,,488.5,443.0,649.5,623.0
,,,,,,,,,,480.5,432.0,622.5,592.0
,,,,,,,,,,478.0,422.5,584.5,548.5
,,,,,,,,,,483.5,420.0,556.5,520.0
,,,,,,,,,,493.5,427.5,545.0,504.0
,,,,,,,,,,3679659.0,3648582.0,4230180.0,4203419.5
,,,,,,,,,,3766531.5,3731484.5,4362416.5,4340682.5
,,,,,,,,,,3843823.5,3804384.5,4500805.0,4484304.5
,,,,,,,,,,3916337.5,3871906.5,4641816.0,4627325.5
,,,,,,,,,,3995788.0,3946141.5,4781311.5,4765173.0
,,,,,,,,,,2856265.5,2863753.0,3342275.5,3371204.0
,,,,,,,,,,2924082.0,2926469.5,3443793.0,3473811.0
,,,,,,,,,,2991768.5,2988238.5,3535076.5,3564902.0
,,,,,,,,,,3061200.5,3051557.5,3615156.0,3642749.5
,,,,,,,,,,3129902.5,3114269.0,3682875.5,3706126.5
,,,,,,,,,,1144966.5,1083793.0,1426544.0,1355094.5
,,,,,,,,,,1119879.5,1058186.0,1318247.5,1253229.0
,,,,,,,,,,1079600.5,1019114.5,1222766.5,1163429.0
,,,,,,,,,,1114197.5,1051917.0,1285584.5,1230331.5
,,,,,,,,,,1166336.5,1102984.5,1434151.5,1388482.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,120995.0,115511.0,177269.0,170134.0
,,,,,,,,,,120235.5,114784.5,175236.5,168088.5
,,,,,,,,,,119456.5,114088.5,173443.0,166337.0
,,,,,,,,,,118630.0,113369.0,171859.5,164808.0
,,,,,,,,,,118150.5,112948.0,170331.5,163333.5
,,,,,,,,,,11574206.5,10881827.0,16098044.5,15041252.0
,,,,,,,,,,11614442.0,10929024.0,16126470.0,15091652.0
,,,,,,,,,,11591872.0,10917744.5,16167037.5,15154529.0
,,,,,,,,,,11495058.0,10833084.5,16361688.0,15359590.0
,,,,,,,,,,11334438.0,10685896.5,16689341.5,15690366.5
,,,,,,,,,,1372570.5,1301111.5,1854555.0,1767268.0
,,,,,,,,,,1432848.5,1356284.0,1815439.5,1729344.0
,,,,,,,,,,1490759.0,1408520.5,1794649.5,1708635.0
,,,,,,,,,,1539670.5,1451689.0,1791159.0,1704324.0
,,,,,,,,,,1574036.0,1480638.5,1811876.0,1723122.5
,,,,,,,,,,3837.5,3600.5,5623.5,5128.5
,,,,,,,,,,3874.0,3645.0,5464.0,4991.0
,,,,,,,,,,3921.0,3709.5,5315.0,4865.0
,,,,,,,,,,3955.5,3766.5,5182.0,4766.5
,,,,,,,,,,3975.5,3809.0,5084.0,4711.5
,,,,,,,,,,1413163.5,1334322.5,1600613.5,1485451.5
,,,,,,,,,,1417653.0,1343607.5,1637122.5,1520237.0
,,,,,,,,,,1418049.5,1347438.0,1689467.5,1574392.0
,,,,,,,,,,1413039.5,1344592.5,1745651.5,1635325.0
,,,,,,,,,,1406939.0,1339211.0,1798283.5,1695320.0
,,,,,,,,,,1249.5,1223.0,1512.0,1712.5
,,,,,,,,,,1315.0,1271.5,1550.5,1707.0
,,,,,,,,,,1336.0,1285.0,1645.0,1731.0
,,,,,,,,,,1310.0,1266.0,1724.0,1760.0
,,,,,,,,,,1252.0,1219.0,1781.0,1790.0
,,,,,,,,,,2605.0,2578.0,3158.5,3130.0
,,,,,,,,,,2592.0,2568.0,3225.0,3167.5
,,,,,,,,,,2571.5,2532.5,3279.0,3206.5
,,,,,,,,,,2547.0,2476.0,3330.0,3256.5
,,,,,,,,,,2519.5,2403.5,3375.0,3308.5
,,,,,,,,,,3615317.0,3545710.5,4534710.0,4474335.0
,,,,,,,,,,3712128.0,3629300.0,4533727.5,4477818.0
,,,,,,,,,,3790526.0,3692959.5,4573356.0,4522701.5
,,,,,,,,,,3875785.5,3761678.5,4641637.0,4596325.0
,,,,,,,,,,4049463.5,3918146.5,4718297.0,4675504.0
,,,,,,,,,,15589.0,14822.5,17336.5,17966.0
,,,,,,,,,,16311.5,15467.5,17810.0,18123.5
,,,,,,,,,,17065.0,16139.0,18419.0,18415.0
,,,,,,,,,,17821.5,16826.5,19111.5,18809.0
,,,,,,,,,,18549.0,17500.5,19873.5,19309.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,11233.5,10603.0,11846.0,11567.5
,,,,,,,,,,11626.0,11023.0,12046.5,11490.5
,,,,,,,,,,12044.0,11444.0,12400.5,11600.0
,,,,,,,,,,12542.0,11883.0,12839.0,11888.5
,,,,,,,,,,13097.0,12403.0,13214.5,12252.0
,,,,,,,,,,75097.0,74081.5,110915.0,108892.5
,,,,,,,,,,73542.5,72153.0,107699.0,105565.0
,,,,,,,,,,72976.0,71317.5,104979.5,102851.0
,,,,,,,,,,72898.0,70668.0,102695.5,100704.0
,,,,,,,,,,72783.5,69552.5,100463.5,98623.5
,,,,,,,,,,2095671.5,2003336.5,2499393.5,2410300.0
,,,,,,,,,,2144093.0,2049225.0,2555155.0,2461655.0
,,,,,,,,,,2191864.5,2094128.0,2619976.0,2521062.0
,,,,,,,,,,2231152.5,2130982.0,2686677.0,2582630.0
,,,,,,,,,,2271271.0,2169004.5,2752828.5,2644307.0
,,,,,,,,,,2620499.5,2588114.5,3644641.0,3600030.0
,,,,,,,,,,2671353.5,2646837.0,3626226.0,3564926.5
,,,,,,,,,,2708404.5,2684213.5,3622318.0,3539778.5
,,,,,,,,,,2720259.0,2697803.0,3644634.0,3556970.0
,,,,,,,,,,2713611.0,2693864.5,3688756.5,3611178.0
,,,,,,,,,,1159818.5,1169223.5,1316504.0,1336201.5
,,,,,,,,,,1199309.0,1207651.5,1356732.5,1377375.0
,,,,,,,,,,1236237.0,1243557.5,1401143.5,1422227.5
,,,,,,,,,,1270020.5,1276193.0,1449346.5,1469892.0
,,,,,,,,,,1300219.0,1305437.0,1498734.5,1518517.5
,,,,,,,,,,932858.0,934041.0,1012940.0,1078363.5
,,,,,,,,,,955657.0,954131.0,1064099.5,1118159.0
,,,,,,,,,,988658.0,983756.5,1108820.5,1150223.0
,,,,,,,,,,1028783.0,1021605.0,1146841.0,1177568.5
,,,,,,,,,,1070703.0,1062253.5,1182238.0,1204411.5
